varnames,varlabs,t1,sig1_1,sig5_1,sig10_1
"p3_71_20_qty","(Cumin) What was the qty of sulphur purchased in R'11- Kg?",.8519467,0,0,0
"p3_71_20_cost","(Cumin) What was the total cost in Rs. of pesticide sulphur?",.5358406,0,0,0
"p3_71_20_use","(Cumin) Did you use sulphur",.2420515,0,0,0
"p3_71_20_use_qty","(Cumin) How much of sulphur did you use in R'11- Kg?",.8389202,0,0,0
"p3_9ta","(Cumin) Did you use biological method: installation_pheromone_trap?",1.000468,0,0,0
"p3_9tb","(Cumin) Did you use biological method: release_chrysoperia?",.3741975,0,0,0
"p3_9tc","(Cumin) Did you use biological method: spray_neem?",.0034036,0,0,0
"p3_10_apps","(Cumin) What is the number of applications of of pesticides last Rabi?",.7853587,0,0,0
"p3_10_hhtotal","(Cumin) What is the total HH labor days last Rabi?",.428638,0,0,0
"p3_10_hiredtotal","(Cumin) What is the total hired labor days last Rabi?",1.609802,0,0,0
"p3_10_wage","(Cumin) What is the daily wage for the hired help?",.2352017,0,0,0
"p3_10_totalcost","(Cumin) What is the total hired labor cost last Rabi?",1.393088,0,0,0
"p3_11_1","(Cumin Pesticides 1) Is your most imp source past experience?",.9997672,0,0,0
"p3_11_2","(Cumin Pesticides 1) Is your most imp source TV program?",1.000468,0,0,0
"p3_11_3","(Cumin Pesticides 1) Is your most imp source cell phone based info?",4.990267,1,1,1
"p3_11_7","(Cumin Pesticides 1) Is your most imp source other farmers?",.5809251,0,0,0
"p3_11_8","(Cumin Pesticides 1) Is your most imp source agro shops?",1.241428,0,0,0
"p3_12_1","(Cumin Pesticides 2) Is your most imp source past experience?",.0034036,0,0,0
"p3_12_3","(Cumin Pesticides 2) Is your most imp source cell phone based info?",1.734058,0,0,1
"p3_12_7","(Cumin Pesticides 2) Is your most imp source other farmers?",.0059118,0,0,0
"p3_12_8","(Cumin Pesticides 2) Is your most imp source agro shops?",.5300928,0,0,0
"p3_source_1","(Cumin Pesticides) Is your most imp source past_experience?",.3741975,0,0,0
"p3_source_2","(Cumin Pesticides) Is your most imp source TV?",1.000468,0,0,0
"p3_source_3","(Cumin Pesticides) Is your most imp source cell_phone_info?",5.296274,1,1,1
"p3_source_7","(Cumin Pesticides) Is your most imp source other_farmers?",.5033683,0,0,0
"p3_source_8","(Cumin Pesticides) Is your most imp source agro_shops?",.9115787,0,0,0
"p3_8c1_use","used carbendazim",.9930891,0,0,0
"p2_0","(Wheat) Did you solicit or receive any advice for wheat pesticides in R'11?",.1782898,0,0,0
"p2_11","(Wheat) What were the two most important sources of advice?- First",.3343501,0,0,0
"p2_2","(Wheat) Did you use any pesticides with your wheat crop?",.1798031,0,0,0
"p2_71_3","(Wheat) Did you purchase -monocortophos?",.156943,0,0,0
"p2_71_3_qty","(Wheat) What was the qty of mono purchased in R'11- Liters?",.2670387,0,0,0
"p2_71_3_cost","(Wheat) What was the total cost in Rs. of pesticide monocortophos?",.1691083,0,0,0
"p2_71_3_use","(Wheat) Did you use monocortophos",.5854965,0,0,0
"p2_71_3_use_qty","(Wheat) How much of mono did you use in R'11- Liters?",.1312753,0,0,0
"p2_71_8","(Wheat) Did you purchase -imida?",1.414867,0,0,0
"p2_71_8_qty","(Wheat) What was the qty of imida purchased in R'11- Liters?",1.032567,0,0,0
"p2_71_8_cost","(Wheat) What was the total cost in Rs. of pesticide imida?",1.300188,0,0,0
"p2_71_8_use","(Wheat) Did you use imida",2.003713,0,1,1
"p2_71_8_use_qty","(Wheat) How much of imida did you use in R'11- Liters?",1.032567,0,0,0
"p2_71_10","(Wheat) Did you purchase -acephat?",1.791439,0,0,1
"p2_71_10_qty","(Wheat) What was the qty of acephat purchased in R'11- Kg?",1.972559,0,1,1
"p2_71_10_cost","(Wheat) What was the total cost in Rs. of pesticide acephat?",2.173305,0,1,1
"p2_71_10_use","(Wheat) Did you use acephat",1.895416,0,0,1
"p2_71_10_use_qty","(Wheat) How much of acephat did you use in R'11- Kg?",1.880731,0,0,1
"p2_9ta","(Wheat) Did you use biological method: installation_pheromone_trap?",.9997672,0,0,0
"p2_9tb","(Wheat) Did you use biological method: release_chrysoperia?",.9997672,0,0,0
"p2_9tc","(Wheat) Did you use biological method: spray_neem?",.9997672,0,0,0
"p2_9td","(Wheat) Did you use biological method: release_trichogramma?",.9997672,0,0,0
"p2_9te","(Wheat) Did you use biological method: spray_HNPV/SNPV?",.9997672,0,0,0
"p2_9tf","(Wheat) Did you use biological method: Use_Tricoderma?",.9997672,0,0,0
"p2_9tg","(Wheat) Did you use biological method: Install_Stickycards?",.9997672,0,0,0
"p2_10_apps","(Wheat) What is the number of applications of of pesticides last Kharif?",.6653572,0,0,0
"p2_10_hhtotal","(Wheat) What is the total HH labor days last Kharif?",.550392,0,0,0
"p2_10_hiredtotal","(Wheat) What is the total hired labor days last Kharif?",.3360688,0,0,0
"p2_10_wage","(Wheat) What is the daily wage for the hired help?",.3508124,0,0,0
"p2_10_totalcost","(Wheat) What is the total hired labor cost last Kharif?",.553797,0,0,0
"p2_11_1","(Wheat Pesticides 1) Is your most imp source past experience?",1.734058,0,0,1
"p2_11_3","(Wheat Pesticides 1) Is your most imp source cell phone based info?",.9969785,0,0,0
"p2_11_7","(Wheat Pesticides 1) Is your most imp source other farmers?",1.737722,0,0,1
"p2_11_8","(Wheat Pesticides 1) Is your most imp source agro shops?",.0034036,0,0,0
"p2_source_1","(Wheat Pesticides) Is your most imp source past_experience?",1.734058,0,0,1
"p2_source_3","(Wheat Pesticides) Is your most imp source cell_phone_info?",.9969785,0,0,0
"p2_source_7","(Wheat Pesticides) Is your most imp source other_farmers?",1.737722,0,0,1
"p2_source_8","(Wheat Pesticides) Is your most imp source agro_shops?",.0034036,0,0,0
"p1_0","(Cotton) Did you solicit or receive any advice for cotton pesticides in K'10?",4.212609,1,1,1
"p1_11","(Cotton) What were the two most important sources of advice?- First",8.918158,1,1,1
"p1_12","(Cotton) What were the two most important sources of advice?- Second",5.048049,1,1,1
"p1_2","(Cotton) Did you use any pesticides with your cotton crop?",.6446242,0,0,0
"p1_71_3","(Cotton) Did you purchase -monocrotophos?",1.790504,0,0,1
"p1_71_3_qty","(Cotton) What was the qty of mono purchased in K'11- Liters?",.8162211,0,0,0
"p1_71_3_cost","(Cotton) What was the total cost in Rs. of pesticide monocrotophos?",1.823923,0,0,1
"p1_71_3_use","(Cotton) Did you use monocrotophos",1.553416,0,0,0
"p1_71_3_use_qty","(Cotton) How much of mono did you use in K'11- Liters?",.956215,0,0,0
"p1_7c6","(Cotton) Did you purchase -chlorpyrithos?",2.330819,0,1,1
"p1_7c6_qty","(Cotton) What was the qty of chlorpyrithos purchased in K'11- Liters?",1.638162,0,0,0
"p1_7c6_rstotal","(Cotton) What was the total cost in Rs. of pesticide chlorpyrithos?",1.136322,0,0,0
"p1_7c6_qtyused","(Cotton) How much of chlorpyrithos did you use in K'11- Liters?",1.58251,0,0,0
"p1_8c1","(Cotton) Did you purchase -phosphamidon?",.9969785,0,0,0
"p1_8c1_qty","(Cotton) What was the qty of phosphamidon purchased in K'11- Liters?",1.225052,0,0,0
"p1_8c1_rstotal","(Cotton) What was the total cost in Rs. of pesticide phosphamidon?",1.602978,0,0,0
"p1_8c1_qtyused","(Cotton) How much of phosphamidon did you use in K'11- Liters?",1.225052,0,0,0
"p1_71_8","(Cotton) Did you purchase -imida?",1.703051,0,0,1
"p1_71_8_qty","(Cotton) What was the qty of imida purchased in K'11- Liters?",1.53154,0,0,0
"p1_71_8_cost","(Cotton) What was the total cost in Rs. of pesticide imida?",1.833234,0,0,1
"p1_71_8_use","(Cotton) Did you use imida",1.80669,0,0,1
"p1_71_8_use_qty","(Cotton) How much of imida did you use in K'11- Liters?",1.423434,0,0,0
"p1_71_9","(Cotton) Did you purchase -acetamaprid?",.2685616,0,0,0
"p1_71_9_qty","(Cotton) What was the qty of acetamaprid purchased in K'11- Kg?",.3067971,0,0,0
"p1_71_9_cost","(Cotton) What was the total cost in Rs. of pesticide acetamaprid?",1.180555,0,0,0
"p1_71_9_use","(Cotton) Did you use acetamaprid",.4044316,0,0,0
"p1_71_9_use_qty","(Cotton) How much of acetamaprid did you use in K'11- Kg?",1.071512,0,0,0
"p1_71_10","(Cotton) Did you purchase -acephat?",1.824057,0,0,1
"p1_71_10_qty","(Cotton) What was the qty of acephat purchased in K'11- Kg?",.177671,0,0,0
"p1_71_10_cost","(Cotton) What was the total cost in Rs. of pesticide acephat?",.1123376,0,0,0
"p1_71_10_use","(Cotton) Did you use acephat",1.794016,0,0,1
"p1_71_10_use_qty","(Cotton) How much of acephat did you use in K'11- Kg?",.4240147,0,0,0
"p1_8c6","(Cotton) Did you purchase -dicofol?",.3061334,0,0,0
"p1_8c6_qty","(Cotton) What was the qty of dicofol purchased in K'11- Liters?",.7400124,0,0,0
"p1_8c6_rstotal","(Cotton) What was the total cost in Rs. of pesticide dicofol?",.6579562,0,0,0
"p1_8c6_qtyused","(Cotton) How much of dicofol did you use in K'11- Liters?",.7400124,0,0,0
"p1_10ta","(Cotton) Did you use biological method: installation_pheromone_trap?",.1874572,0,0,0
"p1_10tb","(Cotton) Did you use biological method: release_chrysoperia?",1.023965,0,0,0
"p1_10tc","(Cotton) Did you use biological method: spray_neem?",.7264646,0,0,0
"p1_10td","(Cotton) Did you use biological method: release_trichogramma?",.7034969,0,0,0
"p1_10te","(Cotton) Did you use biological method: spray_HNPV/SNPV?",1.414867,0,0,0
"p1_10tf","(Cotton) Did you use biological method: Use_Tricoderma?",1.734058,0,0,1
"p1_11_apps","(Cotton) What is the number of applications of of pesticides last Kharif?",.4382739,0,0,0
"p1_11_hhtotal","(Cotton) What is the total HH labor days last Kharif?",1.198987,0,0,0
"p1_11_hiredtotal","(Cotton) What is the total hired labor days last Kharif?",1.640833,0,0,0
"p1_11_wage","(Cotton) What is the daily wage for the hired help?",.7379776,0,0,0
"p1_11_totalcost","(Cotton) What is the total hired labor cost last Kharif?",1.367882,0,0,0
"p1_11_1","(Cotton Pesticides 1) Is your most imp source past experience?",.2238616,0,0,0
"p1_11_3","(Cotton Pesticides 1) Is your most imp source cell phone based info?",10.57691,1,1,1
"p1_11_6","(Cotton Pesticides 1) Is your most imp source NGOs?",.9997672,0,0,0
"p1_11_7","(Cotton Pesticides 1) Is your most imp source other farmers?",1.251877,0,0,0
"p1_11_8","(Cotton Pesticides 1) Is your most imp source agro shops?",1.755294,0,0,1
"p1_12_1","(Cotton Pesticides 2) Is your most imp source past experience?",.99698,0,0,0
"p1_12_3","(Cotton Pesticides 2) Is your most imp source cell phone based info?",3.840349,1,1,1
"p1_12_5","(Cotton Pesticides 2) Is your most imp source government extension worker?",1.000468,0,0,0
"p1_12_6","(Cotton Pesticides 2) Is your most imp source NGOs?",.9997672,0,0,0
"p1_12_7","(Cotton Pesticides 2) Is your most imp source other farmers?",.3263058,0,0,0
"p1_12_8","(Cotton Pesticides 2) Is your most imp source agro shops?",2.679132,1,1,1
"p1_source_1","(Cotton Pesticides) Is your most imp source past_experience?",.8424515,0,0,0
"p1_source_3","(Cotton Pesticides) Is your most imp source cell_phone_info?",11.43451,1,1,1
"p1_source_5","(Cotton Pesticides) Is your most imp source gov_extension?",1.000468,0,0,0
"p1_source_6","(Cotton Pesticides) Is your most imp source NGOs?",1.414867,0,0,0
"p1_source_7","(Cotton Pesticides) Is your most imp source other_farmers?",1.405526,0,0,0
"p1_source_8","(Cotton Pesticides) Is your most imp source agro_shops?",.3808581,0,0,0
"p1_7c6_use","used chloropyrithos",2.137967,0,1,1
"p1_8c1_use","used phosphamidon",.9930891,0,0,0
"p1_8c6_use","used dicofol",.0061263,0,0,0
"k2_31_friend1","Top Contact 1: Y/N",1.147817,0,0,0
"k2_31_1","How many times did you talk to this person in the past month about ag?",.4084605,0,0,0
"k2_31_2_vil","Is this person a village neighbour?",.1529671,0,0,0
"k2_31_2_plot","Is this person a plot neighbour?",.2021309,0,0,0
"k2_31_2_neither","Not a village or plot neighbour",.234278,0,0,0
"k2_31_3","Relationship to this person",1.642075,0,0,0
"k2_31_4","How far does this person live from you?",1.820798,0,0,1
"k2_31_5","How far is this person's plot from your plot?",.2214511,0,0,0
"k2_31_6","Do you talk to this person about ag in person or on phone?",1.675127,0,0,1
"k2_31_9","Did this person grow cotton in Kharif'11?",1.450552,0,0,0
"k2_31_13","Rate this person's knowledge of agriculture",.9698899,0,0,0
"k2_32_friend2","Top Contact 2: Y/N",.851674,0,0,0
"k2_32_1","How many times did you talk to this person in the past month about ag?",1.172087,0,0,0
"k2_32_2_vil","Is this person a village neighbour?",.5041596,0,0,0
"k2_32_2_plot","Is this person a plot neighbour?",.4551639,0,0,0
"k2_32_2_neither","Not a village or plot neighbour",.3530514,0,0,0
"k2_32_3","Relationship to this person",1.297984,0,0,0
"k2_32_4","How far does this person live from you?",.8754903,0,0,0
"k2_32_5","How far is this person's plot from your plot?",.8623534,0,0,0
"k2_32_6","Do you talk to this person about ag in person or on phone?",.3267962,0,0,0
"k2_32_9","Did this person grow cotton in Kharif'11?",1.345214,0,0,0
"k2_32_13","Rate this person's knowledge of agriculture",.8048536,0,0,0
"k2_33_friend3","Top Contact 3: Y/N",1.23094,0,0,0
"k2_33_1","How many times did you talk to this person in the past month about ag?",1.127378,0,0,0
"k2_33_2_vil","Is this person a village neighbour?",1.105166,0,0,0
"k2_33_2_plot","Is this person a plot neighbour?",.8973055,0,0,0
"k2_33_2_neither","Not a village or plot neighbour",.3741975,0,0,0
"k2_33_3","Relationship to this person",1.138447,0,0,0
"k2_33_4","How far does this person live from you?",1.45546,0,0,0
"k2_33_5","How far is this person's plot from your plot?",1.667346,0,0,1
"k2_33_6","Do you talk to this person about ag in person or on phone?",1.28918,0,0,0
"k2_33_9","Did this person grow cotton in Kharif'11?",1.251034,0,0,0
"k2_33_13","Rate this person's knowledge of agriculture",.9364258,0,0,0
"k1_1","Did you receive advice from a govt extension worker in the past year?",1.171284,0,0,0
"k1_3_1","Do you use - past_experience - to make agricultural decisions?",2.457467,0,1,1
"k1_3_1_trust","What is your trust in past_experience?",2.084928,0,1,1
"k1_3_2","Do you use - TV_program - to make agricultural decisions?",.5948223,0,0,0
"k1_3_2_trust","What is your trust in TV_program?",.5302937,0,0,0
"k1_3_2_freq","How frequently do you use - TV_program?",.0178061,0,0,0
"k1_3_3","Do you use - Cellphone_based_info - to make agricultural decisions?",30.22182,1,1,1
"k1_3_3_trust","What is your trust in Cellphone_based_info?",32.67207,1,1,1
"k1_3_3_freq","How frequently do you use - Cellphone_based_info?",9.05869,1,1,1
"k1_3_4","Do you use - newspaper/magazine - to make agricultural decisions?",1.076575,0,0,0
"k1_3_4_trust","What is your trust in newspaper/magazine?",1.01635,0,0,0
"k1_3_4_freq","How frequently do you use - newspaper/magazine?",1.48321,0,0,0
"k1_3_5","Do you use - govt_extension_worker - to make agricultural decisions?",1.137934,0,0,0
"k1_3_5_trust","What is your trust in govt_extension_worker?",.9502602,0,0,0
"k1_3_5_freq","How frequently do you use - govt_extension_worker?",1.726195,0,0,1
"k1_3_6","Do you use - NGO - to make agricultural decisions?",.4824847,0,0,0
"k1_3_6_trust","What is your trust in NGO?",.585327,0,0,0
"k1_3_6_freq","How frequently do you use - NGO?",.8741809,0,0,0
"k1_3_7","Do you use - Other_farmer_friends - to make agricultural decisions?",.5256127,0,0,0
"k1_3_7_trust","What is your trust in Other_farmer_friends?",.0000173,0,0,0
"k1_3_7_freq","How frequently do you use - Other_farmer_friends?",.3318282,0,0,0
"k1_3_8","Do you use - Ag_dealer - to make agricultural decisions?",.8378529,0,0,0
"k1_3_8_trust","What is your trust in Ag_dealer?",.892354,0,0,0
"k1_3_8_freq","How frequently do you use - Ag_dealer?",.3590879,0,0,0
"k1_3_9","Do you use - commission_agent - to make agricultural decisions?",.4531977,0,0,0
"k1_3_9_trust","What is your trust in commission_agent?",.6265517,0,0,0
"k1_3_9_freq","How frequently do you use - commission_agent?",.4285866,0,0,0
"k1_3_888","Do you use - Other - to make agricultural decisions?",2.680171,1,1,1
"k1_3_888_trust","What is your trust in Other?",.0148572,0,0,0
"k1_3_888_freq","How frequently do you use Other?",4.085325,1,1,1
"k1_5_1","What is your most important source of info for crop_decision?",3.93395,1,1,1
"k1_5_2","What is your most important source of info for field/soil_preparation?",1.601964,0,0,0
"k1_5_3","What is your most important source of info for seeds?",4.079448,1,1,1
"k1_5_4","What is your most important source of info for fertilizers?",4.98705,1,1,1
"k1_5_5","What is your most important source of info for pest_id?",10.96826,1,1,1
"k1_5_6","What is your most important source of info for pesticide_usage?",10.37109,1,1,1
"k1_5_7","What is your most important source of info for irrigation?",4.006488,1,1,1
"k1_5_8","What is your most important source of info for weather?",17.97381,1,1,1
"k1_5_9","What is your most important source of info for harvesting?",4.302294,1,1,1
"k1_5_10","What is your most important source of info for prices?",.9227297,0,0,0
"k1_5_11","What is your most important source of info for storage/selling?",1.362242,0,0,0
"k1_5_12","What is your most important source of info for animal_husbandry?",1.082374,0,0,0
"k1_5_other_source","What is your most important source of info for other topics?",.6542082,0,0,0
"k1_6","Did you attend any agricultual training or demos in the past year?",2.858313,1,1,1
"k1_6_number","How many agricultual training or demos did you attend in the past year?",.8298178,0,0,0
"k1_7","Do you know when was the last time you went to an agricultural training?",2.268948,0,1,1
"k1_81","Who conducted the training? - Government Krushi Mela",.2004844,0,0,0
"k1_82","Who conducted the training? - Gram Sevak",.3061334,0,0,0
"k1_83","Who conducted the training? - CMF/DSC/Sajjata Sangh/AKRSP",1.34517,0,0,0
"k1_86_n","Who conducted the training? - Agricultural University",1.262848,0,0,0
"k1_87_n","Who conducted the training? - Private Company",.0048202,0,0,0
"k1_8_888","Who conducted the training? - Other",1.074986,0,0,0
"k1_9","How would you rate your own knowledge about agriculture?",.351147,0,0,0
"k1_10","Are there aspects of your ag where you feel you would benefit from receiving mor",.8946334,0,0,0
"k1_5a_cropdecision_1","Is your most imp source for cropdecision past experience?",1.346943,0,0,0
"k1_5a_cropdecision_2","Is your most imp source for cropdecision TV program?",1.392521,0,0,0
"k1_5a_cropdecision_3","Is your most imp source for cropdecision cell phone based info?",5.68709,1,1,1
"k1_5a_cropdecision_4","Is your most imp source for cropdecision newspaper/magazines?",1.000468,0,0,0
"k1_5a_cropdecision_6","Is your most imp source for cropdecision NGOs?",.4495955,0,0,0
"k1_5a_cropdecision_7","Is your most imp source for cropdecision other farmers?",.4386368,0,0,0
"k1_5a_cropdecision_8","Is your most imp source for cropdecision agro shops?",.718596,0,0,0
"k1_5a_cropdecision_9","Is your most imp source for cropdecision trader/commission agents?",.9997672,0,0,0
"k1_5a_soilprep_1","Is your most imp source for soilprep past experience?",.8868306,0,0,0
"k1_5a_soilprep_2","Is your most imp source for soilprep TV program?",1.414867,0,0,0
"k1_5a_soilprep_3","Is your most imp source for soilprep cell phone based info?",1.968476,0,1,1
"k1_5a_soilprep_4","Is your most imp source for soilprep newspaper/magazines?",1.000468,0,0,0
"k1_5a_soilprep_5","Is your most imp source for soilprep government extension worker?",1.000468,0,0,0
"k1_5a_soilprep_7","Is your most imp source for soilprep other farmers?",.0139087,0,0,0
"k1_5a_soilprep_8","Is your most imp source for soilprep agro shops?",1.414867,0,0,0
"k1_5a_seeds_1","Is your most imp source for seeds past experience?",.2285579,0,0,0
"k1_5a_seeds_2","Is your most imp source for seeds TV program?",1.734058,0,0,1
"k1_5a_seeds_3","Is your most imp source for seeds cell phone based info?",7.336987,1,1,1
"k1_5a_seeds_4","Is your most imp source for seeds newspaper/magazines?",.4495955,0,0,0
"k1_5a_seeds_5","Is your most imp source for seeds government extension worker?",.9997672,0,0,0
"k1_5a_seeds_6","Is your most imp source for seeds NGOs?",1.734058,0,0,1
"k1_5a_seeds_7","Is your most imp source for seeds other farmers?",1.97394,0,1,1
"k1_5a_seeds_8","Is your most imp source for seeds agro shops?",2.126506,0,1,1
"k1_5a_fert_1","Is your most imp source for fert past experience?",1.170877,0,0,0
"k1_5a_fert_2","Is your most imp source for fert TV program?",1.414867,0,0,0
"k1_5a_fert_3","Is your most imp source for fert cell phone based info?",8.248806,1,1,1
"k1_5a_fert_4","Is your most imp source for fert newspaper/magazines?",1.000468,0,0,0
"k1_5a_fert_5","Is your most imp source for fert government extension worker?",.9997672,0,0,0
"k1_5a_fert_6","Is your most imp source for fert NGOs?",.4495955,0,0,0
"k1_5a_fert_7","Is your most imp source for fert other farmers?",1.101879,0,0,0
"k1_5a_fert_8","Is your most imp source for fert agro shops?",1.924638,0,0,1
"k1_5a_pestid_1","Is your most imp source for pestid past experience?",3.172029,1,1,1
"k1_5a_pestid_2","Is your most imp source for pestid TV program?",.7034969,0,0,0
"k1_5a_pestid_3","Is your most imp source for pestid cell phone based info?",13.93173,1,1,1
"k1_5a_pestid_5","Is your most imp source for pestid government extension worker?",.9997672,0,0,0
"k1_5a_pestid_6","Is your most imp source for pestid NGOs?",.9997672,0,0,0
"k1_5a_pestid_7","Is your most imp source for pestid other farmers?",3.038904,1,1,1
"k1_5a_pestid_8","Is your most imp source for pestid agro shops?",2.845624,1,1,1
"k1_5a_pestid_9","Is your most imp source for pestid trader/commission agents?",.9997672,0,0,0
"k1_5a_pestuse_1","Is your most imp source for pestuse past experience?",.8942541,0,0,0
"k1_5a_pestuse_2","Is your most imp source for pestuse TV program?",.0034036,0,0,0
"k1_5a_pestuse_3","Is your most imp source for pestuse cell phone based info?",14.73837,1,1,1
"k1_5a_pestuse_5","Is your most imp source for pestuse government extension worker?",.9997672,0,0,0
"k1_5a_pestuse_6","Is your most imp source for pestuse NGOs?",1.734058,0,0,1
"k1_5a_pestuse_7","Is your most imp source for pestuse other farmers?",2.697474,1,1,1
"k1_5a_pestuse_8","Is your most imp source for pestuse agro shops?",5.564281,1,1,1
"k1_5a_pestuse_9","Is your most imp source for pestuse trader/commission agents?",.4495955,0,0,0
"k1_5a_irrig_1","Is your most imp source for irrig past experience?",2.036005,0,1,1
"k1_5a_irrig_2","Is your most imp source for irrig TV program?",.9997672,0,0,0
"k1_5a_irrig_3","Is your most imp source for irrig cell phone based info?",4.499792,1,1,1
"k1_5a_irrig_4","Is your most imp source for irrig newspaper/magazines?",1.000468,0,0,0
"k1_5a_irrig_5","Is your most imp source for irrig government extension worker?",.9997672,0,0,0
"k1_5a_irrig_6","Is your most imp source for irrig NGOs?",.9997672,0,0,0
"k1_5a_irrig_7","Is your most imp source for irrig other farmers?",.224192,0,0,0
"k1_5a_irrig_8","Is your most imp source for irrig agro shops?",.2486439,0,0,0
"k1_5a_weather_1","Is your most imp source for weather past experience?",8.71323,1,1,1
"k1_5a_weather_2","Is your most imp source for weather TV program?",.6306525,0,0,0
"k1_5a_weather_3","Is your most imp source for weather cell phone based info?",17.30309,1,1,1
"k1_5a_weather_4","Is your most imp source for weather newspaper/magazines?",2.003713,0,1,1
"k1_5a_weather_6","Is your most imp source for weather NGOs?",1.414867,0,0,0
"k1_5a_weather_7","Is your most imp source for weather other farmers?",2.166761,0,1,1
"k1_5a_weather_8","Is your most imp source for weather agro shops?",1.470984,0,0,0
"k1_5a_harvest_1","Is your most imp source for harvest past experience?",3.238006,1,1,1
"k1_5a_harvest_2","Is your most imp source for harvest TV program?",1.414867,0,0,0
"k1_5a_harvest_3","Is your most imp source for harvest cell phone based info?",3.490058,1,1,1
"k1_5a_harvest_7","Is your most imp source for harvest other farmers?",2.759076,1,1,1
"k1_5a_harvest_8","Is your most imp source for harvest agro shops?",.6366248,0,0,0
"k1_5a_harvest_9","Is your most imp source for harvest trader/commission agents?",.9997672,0,0,0
"k1_5a_prices_1","Is your most imp source for prices past experience?",1.024876,0,0,0
"k1_5a_prices_2","Is your most imp source for prices TV program?",.5809251,0,0,0
"k1_5a_prices_3","Is your most imp source for prices cell phone based info?",1.073524,0,0,0
"k1_5a_prices_4","Is your most imp source for prices newspaper/magazines?",.128178,0,0,0
"k1_5a_prices_5","Is your most imp source for prices government extension worker?",1.000468,0,0,0
"k1_5a_prices_6","Is your most imp source for prices NGOs?",2.241783,0,1,1
"k1_5a_prices_7","Is your most imp source for prices other farmers?",.1396966,0,0,0
"k1_5a_prices_8","Is your most imp source for prices agro shops?",.460275,0,0,0
"k1_5a_prices_9","Is your most imp source for prices trader/commission agents?",1.345418,0,0,0
"k1_5a_storage_1","Is your most imp source for storage past experience?",.8487075,0,0,0
"k1_5a_storage_2","Is your most imp source for storage TV program?",1.003488,0,0,0
"k1_5a_storage_3","Is your most imp source for storage cell phone based info?",.0034036,0,0,0
"k1_5a_storage_4","Is your most imp source for storage newspaper/magazines?",.7034969,0,0,0
"k1_5a_storage_6","Is your most imp source for storage NGOs?",.9997672,0,0,0
"k1_5a_storage_7","Is your most imp source for storage other farmers?",1.037298,0,0,0
"k1_5a_storage_8","Is your most imp source for storage agro shops?",.5061595,0,0,0
"k1_5a_storage_9","Is your most imp source for storage trader/commission agents?",.1018005,0,0,0
"k1_5a_animalhus_1","Is your most imp source for animalhus past experience?",1.464294,0,0,0
"k1_5a_animalhus_2","Is your most imp source for animalhus TV program?",.7034969,0,0,0
"k1_5a_animalhus_3","Is your most imp source for animalhus cell phone based info?",2.003713,0,1,1
"k1_5a_animalhus_4","Is your most imp source for animalhus newspaper/magazines?",.9997672,0,0,0
"k1_5a_animalhus_5","Is your most imp source for animalhus government extension worker?",1.414867,0,0,0
"k1_5a_animalhus_6","Is your most imp source for animalhus NGOs?",.4495955,0,0,0
"k1_5a_animalhus_7","Is your most imp source for animalhus other farmers?",.1662761,0,0,0
"k1_5a_other_1","Is your most imp source for other past experience?",.6617366,0,0,0
"h1_1b","Did you cultivate cotton?",.3829182,0,0,0
"h1_1e","Quantity harvested of cotton - kg",.2405158,0,0,0
"h1_1f","Unit of output measurement of cotton",1.002952,0,0,0
"h1_1g","Price per unit of output of cotton",.4801506,0,0,0
"h1_1h","Total value of cotton",2.075869,0,1,1
"h1_2b","Did you cultivate castor?",.5720549,0,0,0
"h1_2e","Quantity harvested of castor - kg",1.048899,0,0,0
"h1_2f","Unit of output measurement of castor",.6640252,0,0,0
"h1_2g","Price per unit of output of castor",1.160857,0,0,0
"h1_2h","Total value of castor",1.385081,0,0,0
"h1_3b","Did you cultivate wheat?",.2805823,0,0,0
"h1_3e","Quantity harvested of wheat - kg",.5928475,0,0,0
"h1_3f","Unit of output measurement of wheat",.1282245,0,0,0
"h1_3g","Price per unit of output of wheat",1.11395,0,0,0
"h1_3h","Total value of wheat",1.651212,0,0,1
"h1_4b","Did you cultivate cumin?",.9827653,0,0,0
"h1_4e","Quantity harvested of cumin - kg",1.101685,0,0,0
"h1_4f","Unit of output measurement of cumin",.3764988,0,0,0
"h1_4g","Price per unit of output of cumin",.8384052,0,0,0
"h1_4h","Total value of cumin",1.95572,0,0,1
"h1_5b","Did you cultivate bajri?",.9622158,0,0,0
"h1_5e","Quantity harvested of bajri - kg",1.685053,0,0,1
"h1_5f","Unit of output measurement of bajri",.4321271,0,0,0
"h1_5g","Price per unit of output of bajri",1.998442,0,1,1
"h1_5h","Total value of bajri",1.400545,0,0,0
"h1_6b","Did you cultivate jowar?",1.098896,0,0,0
"h1_6e","Quantity harvested of jowar - kg",.8905621,0,0,0
"h1_6f","Unit of output measurement of jowar",.2773202,0,0,0
"h1_6g","Price per unit of output of jowar",1.713576,0,0,1
"h1_6h","Total value of jowar",.3290392,0,0,0
"h1_9b","Did you cultivate sesame?",1.299456,0,0,0
"h1_9e","Quantity harvested of sesame - kg",2.575987,1,1,1
"h1_9f","Unit of output measurement of sesame",2.142807,0,1,1
"h1_9g","Price per unit of output of sesame",2.982448,1,1,1
"h1_9h","Total value of sesame",1.000424,0,0,0
"h1_10b","Did you cultivate pulses?",.7944238,0,0,0
"h1_10e","Quantity harvested of pulses - kg",.5175125,0,0,0
