varnames,varlabs,t1,sig1_1,sig5_1,sig10_1
"rec2_seeds_kg","Quantity of recommended seeds purchased",.5992589,0,0,0
"rec2_seeds_cost","Total spent on recommended seeds",.0264195,0,0,0
"s1_1","(Cotton) What was the most important factor in determining which seed you used?",.5917304,0,0,0
"s1_3","(Cotton) Did you solicit or receive any advice on cotton seeds?",.7161574,0,0,0
"s1_41","(Cotton) What was the most important source of seed advice? - Source 1",3.829157,1,1,1
"s1_42","(Cotton) What was the most important source of seed advice? - Source 2",1.045218,0,0,0
"s1_5","(Cotton) Did you purchase or reuse cotton seeds?",.8137801,0,0,0
"s1_61_pkt","(Cotton) Qty of seed packets purchased",.12825,0,0,0
"s1_61_pricepkt","(Cotton) Price per seed packet",.5402462,0,0,0
"s1_61_pktqty","(Cotton) Weight of packets purchased (kgs)",1.211923,0,0,0
"s1_61_kilo","(Cotton) Qty of seed purchased- Kilos",.2983105,0,0,0
"s1_61_pricekilo","(Cotton) Price of seed purchased per kilo",.9813068,0,0,0
"s1_62_pkt","(Cotton) Qty of seed packets purchased",.8067197,0,0,0
"s1_62_pricepkt","(Cotton) Price per seed packet",.0002927,0,0,0
"s1_62_pktqty","(Cotton) Weight of packets purchased (kgs)",.1951578,0,0,0
"s1_62_kilo","(Cotton) Qty of seed purchased- Kilos",.5307599,0,0,0
"s1_62_pricekilo","(Cotton) Price of seed purchased per kilo",.9813068,0,0,0
"s1_63_pkt","(Cotton) Qty of seed packets purchased",.5594187,0,0,0
"s1_63_pricepkt","(Cotton) Price per seed packet",.4212622,0,0,0
"s1_63_pktqty","(Cotton) Weight of packets purchased (kgs)",1.18508,0,0,0
"s1_63_kilo","(Cotton) Qty of seed purchased- Kilos",1.596576,0,0,0
"s1_71_type","(Cotton) Type of seed- B.T.(1) or Desi(2)",2.689135,1,1,1
"s1_71_pkt","(Cotton) Qty of seed used- in Packets",.0591957,0,0,0
"s1_71_pktqty","(Cotton) Qty in kgs of seeds in each packet",1.214539,0,0,0
"s1_71_kilo","(Cotton) Qty of seeds used- in kilos",.4005388,0,0,0
"s1_72_type","(Cotton) Type of seed- B.T.(1) or Desi(2)",.2379319,0,0,0
"s1_72_pkt","(Cotton) Qty of seed used- in Packets",.7790301,0,0,0
"s1_72_pktqty","(Cotton) Qty in kgs of seeds in each packet",.2261962,0,0,0
"s1_72_kilo","(Cotton) Qty of seeds used- in kilos",1.150056,0,0,0
"s1_73_type","(Cotton) Type of seed- B.T.(1) or Desi(2)",.0861618,0,0,0
"s1_73_pkt","(Cotton) Qty of seed used- in Packets",.5777299,0,0,0
"s1_73_pktqty","(Cotton) Qty in kgs of seeds in each packet",1.129516,0,0,0
"s1_73_kilo","(Cotton) Qty of seeds used- in kilos",1.430982,0,0,0
"s1_8_hhtotal","(Cotton) Total labour days for sowing in K'11 - Household",.7345589,0,0,0
"s1_8_hiredtotal","(Cotton) Total labour days for sowing in K'11 - Hired",1.499009,0,0,0
"s1_8_wage","(Cotton) Daily wage for sowing in K'11 - Hired",1.417677,0,0,0
"s1_8_rstotal","(Cotton) Total labour cost for sowing in K'11 - Hired",2.252126,0,1,1
"s1_9","(Cotton) Did you treat your seeds before planting?",.5312386,0,0,0
"s1_10a","(Cotton) How did you treat your seeds? - Fungicides",.5394666,0,0,0
"s1_10b","(Cotton) How did you treat your seeds? - Pesticides",.7742161,0,0,0
"s1_10d1","(Cotton) How did you treat your seeds? - Other 1",2.003583,0,1,1
"s1_11_inch","(Cotton) At what depth did you sow the cotton seeds? - In inches",.9167361,0,0,0
"s1_12_inch","(Cotton) What was the spacing between the seeds in the same row? - In inches",.2325155,0,0,0
"s1_13_inch","(Cotton) What was the spacing between the rows? - In inches",.036559,0,0,0
"s1_1_factor_1","(Cotton) Was low_price the most important factor in determining which seed you u",1.004538,0,0,0
"s1_1_factor_2","(Cotton) Was pest_resistence the most important factor in determining which seed",.2407931,0,0,0
"s1_1_factor_3","(Cotton) Was safe_yield the most important factor in determining which seed you ",.3923941,0,0,0
"s1_1_factor_4","(Cotton) Was high_yield the most important factor in determining which seed you ",.7370302,0,0,0
"s1_1_factor_5","(Cotton) Was few_inputs the most important factor in determining which seed you ",.004382,0,0,0
"s1_1_factor_6","(Cotton) Was water_requirements the most important factor in determining which s",.6438413,0,0,0
"s1_1_factor_7","(Cotton) Was what_friends_use the most important factor in determining which see",.3645756,0,0,0
"s1_1_factor_8","(Cotton) Was availability the most important factor in determining which seed yo",.5394666,0,0,0
"s1_1_factor_9","(Cotton) Was soil_fertilizer the most important factor in determining which seed",.3601696,0,0,0
"s1_1_factor_10","(Cotton) Was gen_advice the most important factor in determining which seed you ",.3327367,0,0,0
"s1_1_factor_888","(Cotton) Was other the most important factor in determining which seed you used?",.010017,0,0,0
"s1_1_factor_999","(Cotton) Was don't_know the most important factor in determining which seed you ",.3808391,0,0,0
"s1_41_1","(Cotton Seeds 1) Is your most imp source past experience?",1.098898,0,0,0
"s1_41_2","(Cotton Seeds 1) Is your most imp source TV program?",.9997777,0,0,0
"s1_41_3","(Cotton Seeds 1) Is your most imp source cell phone based info?",6.664783,1,1,1
"s1_41_5","(Cotton Seeds 1) Is your most imp source government extension worker?",1.000444,0,0,0
"s1_41_6","(Cotton Seeds 1) Is your most imp source NGOs?",.2993534,0,0,0
"s1_41_7","(Cotton Seeds 1) Is your most imp source other farmers?",.0730984,0,0,0
"s1_41_8","(Cotton Seeds 1) Is your most imp source agro shops?",1.032066,0,0,0
"s1_41_9","(Cotton Seeds 1) Is your most imp source trader/commission agents?",.9997777,0,0,0
"s1_42_1","(Cotton Seeds 2) Is your most imp source past experience?",.2255193,0,0,0
"s1_42_3","(Cotton Seeds 2) Is your most imp source cell phone based info?",.5394666,0,0,0
"s1_42_7","(Cotton Seeds 2) Is your most imp source other farmers?",1.133694,0,0,0
"s1_42_8","(Cotton Seeds 2) Is your most imp source agro shops?",.2357933,0,0,0
"s1_source_1","(Cotton Seeds) Is your most imp source past_experience?",.7869554,0,0,0
"s1_source_2","(Cotton Seeds) Is your most imp source TV?",.9997777,0,0,0
"s1_source_3","(Cotton Seeds) Is your most imp source cell_phone_info?",6.049383,1,1,1
"s1_source_5","(Cotton Seeds) Is your most imp source gov_extension?",1.000444,0,0,0
"s1_source_6","(Cotton Seeds) Is your most imp source NGOs?",.2993534,0,0,0
"s1_source_7","(Cotton Seeds) Is your most imp source other_farmers?",.4301184,0,0,0
"s1_source_8","(Cotton Seeds) Is your most imp source agro_shops?",.8393782,0,0,0
"s1_source_9","(Cotton Seeds) Is your most imp source trader_commission_agents?",.9997777,0,0,0
"s1_5_seeds_1","(Cotton) Did you purchase_new seeds last Kharif?",1.037677,0,0,0
"s1_5_seeds_2","(Cotton) Did you reuse_old seeds last Kharif?",1.617464,0,0,0
"s1_5_seeds_3","(Cotton) Did you purchase&reuse seeds last Kharif?",.4459174,0,0,0
"s1_61_rstot","(Cotton) Total cost of variety of cotton seeds - 1",.0284255,0,0,0
"s1_62_rstot","(Cotton) Total cost of variety of cotton seeds - 2",.8353122,0,0,0
"s1_63_rstot","(Cotton) Total cost of variety of cotton seeds - 3",1.983916,0,1,1
"s1_total_cost","(Cotton) Total cost of cotton seeds in K'11",1.042444,0,0,0
"s1_tot_q_purchased","(Cotton) Total qty of cotton seeds purchased in K'11, Kilos",1.004412,0,0,0
"s1_tot_q_used","(Cotton) Total qty of cotton seeds used in K'11, Kilos",.768794,0,0,0
"s1_61_seed_1","(Cotton Seeds) Did you purchase Vikram?",2.142478,0,1,1
"s1_61_seed_2","(Cotton Seeds) Did you purchase Rasi?",1.602685,0,0,0
"s1_61_seed_3","(Cotton Seeds) Did you purchase Ajit?",1.019674,0,0,0
"s1_61_seed_4","(Cotton Seeds) Did you purchase Navbharat?",1.960472,0,1,1
"s1_61_seed_5","(Cotton Seeds) Did you purchase Tulsi?",.9394295,0,0,0
"s1_61_seed_6","(Cotton Seeds) Did you purchase Ankur?",1.000369,0,0,0
"s1_61_seed_8","(Cotton Seeds) Did you purchase Prabhat?",1.3897,0,0,0
"s1_61_seed_9","(Cotton Seeds) Did you purchase Ganga_kaveri?",1.376462,0,0,0
"s1_62_seed_1","(Cotton Seeds) Did you purchase Vikram?",.0842254,0,0,0
"s1_62_seed_2","(Cotton Seeds) Did you purchase Rasi?",1.193487,0,0,0
"s1_62_seed_3","(Cotton Seeds) Did you purchase Ajit?",.0969362,0,0,0
"s1_62_seed_4","(Cotton Seeds) Did you purchase Navbharat?",1.284408,0,0,0
"s1_62_seed_5","(Cotton Seeds) Did you purchase Tulsi?",1.05235,0,0,0
"s1_62_seed_6","(Cotton Seeds) Did you purchase Ankur?",.7107326,0,0,0
"s1_62_seed_8","(Cotton Seeds) Did you purchase Prabhat?",1.733989,0,0,1
"s1_62_seed_9","(Cotton Seeds) Did you purchase Ganga_kaveri?",.1507326,0,0,0
"s1_63_seed_1","(Cotton Seeds) Did you purchase Vikram?",.6964746,0,0,0
"s1_63_seed_2","(Cotton Seeds) Did you purchase Rasi?",.004382,0,0,0
"s1_63_seed_3","(Cotton Seeds) Did you purchase Ajit?",.576395,0,0,0
"s1_63_seed_4","(Cotton Seeds) Did you purchase Navbharat?",.8571807,0,0,0
"s1_63_seed_5","(Cotton Seeds) Did you purchase Tulsi?",.0030902,0,0,0
"s1_63_seed_6","(Cotton Seeds) Did you purchase Ankur?",2.003583,0,1,1
"s1_63_seed_8","(Cotton Seeds) Did you purchase Prabhat?",.6539251,0,0,0
"s1_63_seed_9","(Cotton Seeds) Did you purchase Ganga_kaveri?",2.149402,0,1,1
"s1_seed_1","(Cotton Seeds) Did you purchase Vikram?",2.088888,0,1,1
"s1_seed_2","(Cotton Seeds) Did you purchase Rasi?",.7304395,0,0,0
"s1_seed_3","(Cotton Seeds) Did you purchase Ajit?",.987008,0,0,0
"s1_seed_4","(Cotton Seeds) Did you purchase Navbharat?",.7802583,0,0,0
"s1_seed_5","(Cotton Seeds) Did you purchase Tulsi?",1.275982,0,0,0
"s1_seed_6","(Cotton Seeds) Did you purchase Ankur?",.6617904,0,0,0
"s1_seed_8","(Cotton Seeds) Did you purchase Prabhat?",.8238301,0,0,0
"s1_seed_9","(Cotton Seeds) Did you purchase Ganga_kaveri?",.0735431,0,0,0
"s1_71_seeduse_1","(Cotton Seeds) Did you use Vikram?",2.09222,0,1,1
"s1_71_seeduse_2","(Cotton Seeds) Did you use Rasi?",1.588871,0,0,0
"s1_71_seeduse_3","(Cotton Seeds) Did you use Ajit?",1.141806,0,0,0
"s1_71_seeduse_4","(Cotton Seeds) Did you use Navbharat?",2.130756,0,1,1
"s1_71_seeduse_5","(Cotton Seeds) Did you use Tulsi?",.9394295,0,0,0
"s1_71_seeduse_6","(Cotton Seeds) Did you use Ankur?",1.000369,0,0,0
"s1_71_seeduse_8","(Cotton Seeds) Did you use Prabhat?",.7742161,0,0,0
"s1_71_seeduse_9","(Cotton Seeds) Did you use Ganga_kaveri?",1.376462,0,0,0
"s1_72_seeduse_1","(Cotton Seeds) Did you use Vikram?",.1792249,0,0,0
"s1_72_seeduse_2","(Cotton Seeds) Did you use Rasi?",1.379194,0,0,0
"s1_72_seeduse_3","(Cotton Seeds) Did you use Ajit?",.2718731,0,0,0
"s1_72_seeduse_4","(Cotton Seeds) Did you use Navbharat?",1.382405,0,0,0
"s1_72_seeduse_5","(Cotton Seeds) Did you use Tulsi?",1.05235,0,0,0
"s1_72_seeduse_6","(Cotton Seeds) Did you use Ankur?",.7107326,0,0,0
"s1_72_seeduse_8","(Cotton Seeds) Did you use Prabhat?",1.733989,0,0,1
"s1_72_seeduse_9","(Cotton Seeds) Did you use Ganga_kaveri?",.1507326,0,0,0
"s1_73_seeduse_1","(Cotton Seeds) Did you use Vikram?",.6964746,0,0,0
"s1_73_seeduse_2","(Cotton Seeds) Did you use Rasi?",.004382,0,0,0
"s1_73_seeduse_3","(Cotton Seeds) Did you use Ajit?",.1820959,0,0,0
"s1_73_seeduse_4","(Cotton Seeds) Did you use Navbharat?",1.013652,0,0,0
"s1_73_seeduse_5","(Cotton Seeds) Did you use Tulsi?",.0030902,0,0,0
"s1_73_seeduse_6","(Cotton Seeds) Did you use Ankur?",2.003583,0,1,1
"s1_73_seeduse_8","(Cotton Seeds) Did you use Prabhat?",.8950701,0,0,0
"s1_73_seeduse_9","(Cotton Seeds) Did you use Ganga_kaveri?",2.313324,0,1,1
"s1_seeduse_1","(Cotton Seeds) Did you use Vikram?",1.999253,0,1,1
"s1_seeduse_2","(Cotton Seeds) Did you use Rasi?",.61838,0,0,0
"s1_seeduse_3","(Cotton Seeds) Did you use Ajit?",.8792385,0,0,0
"s1_seeduse_4","(Cotton Seeds) Did you use Navbharat?",.9050856,0,0,0
"s1_seeduse_5","(Cotton Seeds) Did you use Tulsi?",1.275982,0,0,0
"s1_seeduse_6","(Cotton Seeds) Did you use Ankur?",.6617904,0,0,0
"s1_seeduse_8","(Cotton Seeds) Did you use Prabhat?",.6491496,0,0,0
"s1_seeduse_9","(Cotton Seeds) Did you use Ganga_kaveri?",.0735431,0,0,0
"s1_1_pkt","(Cotton Seeds) How many packets of Vikram seeds did you purchase?",.9536672,0,0,0
"s1_2_pkt","(Cotton Seeds) How many packets of Rasi seeds did you purchase?",.895456,0,0,0
"s1_3_pkt","(Cotton Seeds) How many packets of Ajit seeds did you purchase?",.4688874,0,0,0
"s1_4_pkt","(Cotton Seeds) How many packets of Navbharat seeds did you purchase?",.8224529,0,0,0
"s1_5_pkt","(Cotton Seeds) How many packets of Tulsi seeds did you purchase?",2.413611,0,1,1
"s1_6_pkt","(Cotton Seeds) How many packets of Ankur seeds did you purchase?",.6241207,0,0,0
"s1_8_pkt","(Cotton Seeds) How many packets of Prabhat seeds did you purchase?",.0348602,0,0,0
"s1_9_pkt","(Cotton Seeds) How many packets of Ganga_kaveri seeds did you purchase?",.4455377,0,0,0
"s1_1_pricepkt","(Cotton Seeds) How much was one packet of Vikram seeds?",.1873958,0,0,0
"s1_2_pricepkt","(Cotton Seeds) How much was one packet of Rasi seeds?",.3175166,0,0,0
"s1_3_pricepkt","(Cotton Seeds) How much was one packet of Ajit seeds?",.6369161,0,0,0
"s1_4_pricepkt","(Cotton Seeds) How much was one packet of Navbharat seeds?",.9789823,0,0,0
"s1_5_pricepkt","(Cotton Seeds) How much was one packet of Tulsi seeds?",.6799725,0,0,0
"s1_6_pricepkt","(Cotton Seeds) How much was one packet of Ankur seeds?",.5145404,0,0,0
"s1_8_pricepkt","(Cotton Seeds) How much was one packet of Prabhat seeds?",.8721171,0,0,0
"s1_9_pricepkt","(Cotton Seeds) How much was one packet of Ganga_kaveri seeds?",.4012196,0,0,0
"s1_1_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Vikram seeds?",2.032494,0,1,1
"s1_2_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Rasi seeds?",.0325708,0,0,0
"s1_3_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Ajit seeds?",.0610366,0,0,0
"s1_4_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Navbharat seeds?",1.536884,0,0,0
"s1_5_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Tulsi seeds?",2.494441,0,1,1
"s1_6_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Ankur seeds?",.7099652,0,0,0
"s1_8_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Prabhat seeds?",.8769143,0,0,0
"s1_9_totalrspkt","(Cotton Seeds) How much did you spend on the packets of Ganga_kaveri seeds?",.525736,0,0,0
"s1_1_kilo","(Cotton Seeds) How many kilos of Vikram seeds did you purchase?",2.119844,0,1,1
"s1_2_kilo","(Cotton Seeds) How many kilos of Rasi seeds did you purchase?",.0218987,0,0,0
"s1_3_kilo","(Cotton Seeds) How many kilos of Ajit seeds did you purchase?",.355811,0,0,0
"s1_4_kilo","(Cotton Seeds) How many kilos of Navbharat seeds did you purchase?",1.204693,0,0,0
"s1_5_kilo","(Cotton Seeds) How many kilos of Tulsi seeds did you purchase?",2.380052,0,1,1
"s1_6_kilo","(Cotton Seeds) How many kilos of Ankur seeds did you purchase?",.8071234,0,0,0
"s1_8_kilo","(Cotton Seeds) How many kilos of Prabhat seeds did you purchase?",.4839299,0,0,0
"s1_9_kilo","(Cotton Seeds) How many kilos of Ganga_kaveri seeds did you purchase?",.4471456,0,0,0
"s1_2_totalrskilo","(Cotton Seeds) How much did you spend on all the kilos of Rasi seeds?",1.150322,0,0,0
"s1_1_totalrs","(Cotton Seeds) Total spent on Vikram seeds?",2.021762,0,1,1
"s1_2_totalrs","(Cotton Seeds) Total spent on Rasi seeds?",.0229019,0,0,0
"s1_3_totalrs","(Cotton Seeds) Total spent on Ajit seeds?",.068339,0,0,0
"s1_4_totalrs","(Cotton Seeds) Total spent on Navbharat seeds?",1.536884,0,0,0
"s1_5_totalrs","(Cotton Seeds) Total spent on Tulsi seeds?",2.494441,0,1,1
"s1_6_totalrs","(Cotton Seeds) Total spent on Ankur seeds?",.7099652,0,0,0
"s1_8_totalrs","(Cotton Seeds) Total spent on Prabhat seeds?",.8750902,0,0,0
"s1_9_totalrs","(Cotton Seeds) Total spent on Ganga_kaveri seeds?",.525736,0,0,0
"s1_1_pktused","(Cotton Seeds) How many packets of Vikram seeds did you use?",.8298782,0,0,0
"s1_2_pktused","(Cotton Seeds) How many packets of Rasi seeds did you use?",.4115701,0,0,0
"s1_3_pktused","(Cotton Seeds) How many packets of Ajit seeds did you use?",.4337141,0,0,0
"s1_4_pktused","(Cotton Seeds) How many packets of Navbharat seeds did you use?",.9003508,0,0,0
"s1_5_pktused","(Cotton Seeds) How many packets of Tulsi seeds did you use?",2.413611,0,1,1
"s1_6_pktused","(Cotton Seeds) How many packets of Ankur seeds did you use?",.6241207,0,0,0
"s1_8_pktused","(Cotton Seeds) How many packets of Prabhat seeds did you use?",.2597352,0,0,0
"s1_9_pktused","(Cotton Seeds) How many packets of Ganga_kaveri seeds did you use?",.3073471,0,0,0
"s1_1_pktqtyused","(Cotton Seeds) How many kilos of Vikram seeds/packet?",.7235071,0,0,0
"s1_2_pktqtyused","(Cotton Seeds) How many kilos of Rasi seeds/packet?",.0455271,0,0,0
"s1_3_pktqtyused","(Cotton Seeds) How many kilos of Ajit seeds/packet?",.4577858,0,0,0
"s1_4_pktqtyused","(Cotton Seeds) How many kilos of Navbharat seeds/packet?",.1058268,0,0,0
"s1_5_pktqtyused","(Cotton Seeds) How many kilos of Tulsi seeds/packet?",.4851698,0,0,0
"s1_6_pktqtyused","(Cotton Seeds) How many kilos of Ankur seeds/packet?",.8006038,0,0,0
"s1_8_pktqtyused","(Cotton Seeds) How many kilos of Prabhat seeds/packet?",.3018624,0,0,0
"s1_9_pktqtyused","(Cotton Seeds) How many kilos of Ganga_kaveri seeds/packet?",.2453244,0,0,0
"s1_1_qtyused","(Cotton Seeds) Total kilos of Vikram seeds used.",.6557115,0,0,0
"s1_2_qtyused","(Cotton Seeds) Total kilos of Rasi seeds used.",.9347295,0,0,0
"s1_3_qtyused","(Cotton Seeds) Total kilos of Ajit seeds used.",.2806064,0,0,0
"s1_4_qtyused","(Cotton Seeds) Total kilos of Navbharat seeds used.",1.322075,0,0,0
"s1_5_qtyused","(Cotton Seeds) Total kilos of Tulsi seeds used.",2.380052,0,1,1
"s1_6_qtyused","(Cotton Seeds) Total kilos of Ankur seeds used.",.8071234,0,0,0
"s1_8_qtyused","(Cotton Seeds) Total kilos of Prabhat seeds used.",.1846178,0,0,0
"s1_9_qtyused","(Cotton Seeds) Total kilos of Ganga_kaveri seeds used.",.3390483,0,0,0
"rec1_seeds_p","Number of recommended seed varieties purchased for cotton",.6819307,0,0,0
"rec1_seed_p","Purchased a recommended seed variety for cotton",.6508223,0,0,0
"rec1_seeds_u","Number of recommended seed varieties used for cotton",.8089957,0,0,0
"rec1_seed_u","Used a recommended seed variety for cotton",.8280123,0,0,0
"rec1_seeds_kg","Quantity of recommended seeds purchased",1.027479,0,0,0
"rec1_seeds_cost","Total spent on recommended seeds",1.150331,0,0,0
"p3_0","(Cumin) Did you solicit or receive any advice for cumin pesticides in R'11?",.9628869,0,0,0
"p3_11","(Cumin) What were the two most important sources of advice?- First",4.459419,1,1,1
"p3_12","(Cumin) What were the two most important sources of advice?- Second",.8412663,0,0,0
"p3_2","(Cumin) Did you use any pesticides with your cumin crop?",1.162642,0,0,0
"p3_4","(Cumin) Did you make the decisions on which cumin pesticides to use?",1.168931,0,0,0
"p3_6","(Cumin) If respondent did not make pesticide decision, who did?",1.168931,0,0,0
"p3_71_3","(Cumin) Did you purchase -monocortophos?",1.568614,0,0,0
"p3_71_3_qty","(Cumin) What was the qty of mono purchased in R'11- Liters?",.6412547,0,0,0
"p3_71_3_cost","(Cumin) What was the total cost in Rs. of pesticide monocortophos?",1.466991,0,0,0
"p3_71_3_use","(Cumin) Did you use monocortophos",1.547183,0,0,0
"p3_71_3_use_qty","(Cumin) How much of mono did you use in R'11- Liters?",.3079525,0,0,0
"p3_71_6","(Cumin) Did you purchase -phosphamidon?",.8354828,0,0,0
"p3_71_6_qty","(Cumin) What was the qty of phosphamidon purchased in R'11- Liters?",1.874559,0,0,1
"p3_71_6_cost","(Cumin) What was the total cost in Rs. of pesticide phosphamidon?",1.269355,0,0,0
"p3_71_6_use","(Cumin) Did you use phosphamidon",.9344059,0,0,0
"p3_71_6_use_qty","(Cumin) How much of phosphamidon did you use in R'11- Liters?",1.893835,0,0,1
"p3_71_7","(Cumin) Did you purchase -dimethoate?",.7570447,0,0,0
"p3_71_7_qty","(Cumin) What was the qty of dimethoate purchased in R'11- Liters?",.9607367,0,0,0
"p3_71_7_cost","(Cumin) What was the total cost in Rs. of pesticide dimethoate?",.978227,0,0,0
"p3_71_7_use","(Cumin) Did you use dimethoate",.7570447,0,0,0
"p3_71_7_use_qty","(Cumin) How much of dimethoate did you use in R'11- Liters?",1.336004,0,0,0
"p3_71_8","(Cumin) Did you purchase -imida?",1.065189,0,0,0
"p3_71_8_qty","(Cumin) What was the qty of imida purchased in R'11- Liters?",.6781772,0,0,0
"p3_71_8_cost","(Cumin) What was the total cost in Rs. of pesticide imida?",.3385771,0,0,0
"p3_71_8_use","(Cumin) Did you use imida",1.049338,0,0,0
"p3_71_8_use_qty","(Cumin) How much of imida did you use in R'11- Liters?",.5419698,0,0,0
"p3_71_9","(Cumin) Did you purchase -acetamaprid?",.245754,0,0,0
"p3_71_9_qty","(Cumin) What was the qty of acetamaprid purchased in R'11- Kg?",1.006639,0,0,0
"p3_71_9_cost","(Cumin) What was the total cost in Rs. of pesticide acetamaprid?",.569223,0,0,0
"p3_71_9_use","(Cumin) Did you use acetamaprid",.1132235,0,0,0
"p3_71_9_use_qty","(Cumin) How much of acetamaprid did you use in R'11- Kg?",1.051756,0,0,0
"p3_71_10","(Cumin) Did you purchase -acephat?",.2753896,0,0,0
"p3_71_10_qty","(Cumin) What was the qty of acephat purchased in R'11- Kg?",.772306,0,0,0
"p3_71_10_cost","(Cumin) What was the total cost in Rs. of pesticide acephat?",.6189717,0,0,0
"p3_71_10_use","(Cumin) Did you use acephat",.4461771,0,0,0
"p3_71_10_use_qty","(Cumin) How much of acephat did you use in R'11- Kg?",.6114544,0,0,0
"p3_71_16","(Cumin) Did you purchase -mancozeb?",.2564223,0,0,0
"p3_71_16_qty","(Cumin) What was the qty of mancozeb purchased in R'11- Kg?",.3545351,0,0,0
"p3_71_16_cost","(Cumin) What was the total cost in Rs. of pesticide mancozeb?",.1422769,0,0,0
"p3_71_16_use","(Cumin) Did you use mancozeb",.2564223,0,0,0
"p3_71_16_use_qty","(Cumin) How much of mancozeb did you use in R'11- Kg?",.2681303,0,0,0
"p3_8c1","(Cumin) Did you purchase -carbendazim?",.004382,0,0,0
"p3_8c1_qty","(Cumin) What was the qty of Carbendazim purchased in R'11- Kg?",1.32958,0,0,0
"p3_8c1_rstotal","(Cumin) What was the total cost in Rs. of pesticide carbendazim?",1.200064,0,0,0
"p3_8c1_qtyused","(Cumin) How much of Carbendazim did you use in R'11- Kg?",1.157102,0,0,0
"p3_71_20","(Cumin) Did you purchase -sulphur?",.5865595,0,0,0
"p3_71_20_qty","(Cumin) What was the qty of sulphur purchased in R'11- Kg?",.0169747,0,0,0
"p3_71_20_cost","(Cumin) What was the total cost in Rs. of pesticide sulphur?",.4380807,0,0,0
"p3_71_20_use","(Cumin) Did you use sulphur",.5865595,0,0,0
"p3_71_20_use_qty","(Cumin) How much of sulphur did you use in R'11- Kg?",.3412852,0,0,0
"p3_9","(Cumin) Have you applied any bio-control methods to control pests or diseases la",1.416737,0,0,0
"p3_9tc","(Cumin) Did you use biological method: spray_neem?",1.000444,0,0,0
"p3_10_apps","(Cumin) What is the number of applications of of pesticides last Rabi?",1.119805,0,0,0
"p3_10_hhtotal","(Cumin) What is the total HH labor days last Rabi?",1.209164,0,0,0
"p3_10_hiredtotal","(Cumin) What is the total hired labor days last Rabi?",1.583709,0,0,0
"p3_10_wage","(Cumin) What is the daily wage for the hired help?",1.500921,0,0,0
"p3_10_totalcost","(Cumin) What is the total hired labor cost last Rabi?",1.80898,0,0,1
"p3_11_1","(Cumin Pesticides 1) Is your most imp source past experience?",.0021822,0,0,0
"p3_11_3","(Cumin Pesticides 1) Is your most imp source cell phone based info?",4.644149,1,1,1
"p3_11_7","(Cumin Pesticides 1) Is your most imp source other farmers?",1.582067,0,0,0
"p3_11_8","(Cumin Pesticides 1) Is your most imp source agro shops?",1.725757,0,0,1
"p3_12_1","(Cumin Pesticides 2) Is your most imp source past experience?",.4459174,0,0,0
"p3_12_3","(Cumin Pesticides 2) Is your most imp source cell phone based info?",1.414846,0,0,0
"p3_12_7","(Cumin Pesticides 2) Is your most imp source other farmers?",.3404455,0,0,0
"p3_12_8","(Cumin Pesticides 2) Is your most imp source agro shops?",.4458198,0,0,0
"p3_source_1","(Cumin Pesticides) Is your most imp source past_experience?",.2993534,0,0,0
"p3_source_3","(Cumin Pesticides) Is your most imp source cell_phone_info?",4.86697,1,1,1
"p3_source_7","(Cumin Pesticides) Is your most imp source other_farmers?",1.544675,0,0,0
"p3_source_8","(Cumin Pesticides) Is your most imp source agro_shops?",1.746583,0,0,1
"p3_5_2","(Cumin) Most important factor in fertilizer decision-making - Safe yield",.7805856,0,0,0
"p3_5_3","(Cumin) Most important factor in fertilizer decision-making - High yield",1.863452,0,0,1
"p3_5_4","(Cumin) Most important factor in fertilizer decision-making - What farmer friend",.2342694,0,0,0
"p3_5_5","(Cumin) Most important factor in fertilizer decision-making - Availability",.0021822,0,0,0
"p3_5_6","(Cumin) Most important factor in fertilizer decision-making - Soil fertility",.0030902,0,0,0
"p3_5_7","(Cumin) Most important factor in fertilizer decision-making - Seed variety",1.305053,0,0,0
"p3_5_8","(Cumin) Most important factor in fertilizer decision-making - Health reasons",.7742161,0,0,0
"p3_5_9","(Cumin) Most important factor in fertilizer decision-making - General advice",.6313822,0,0,0
"p3_5_888","(Cumin) Most important factor in fertilizer decision-making - Other",.7871523,0,0,0
"p3_8c1_use","used carbendazim",.012299,0,0,0
"p2_0","(Wheat) Did you solicit or receive any advice for wheat pesticides in R'11?",1.41034,0,0,0
"p2_11","(Wheat) What were the two most important sources of advice?- First",2.100554,0,1,1
"p2_12","(Wheat) What were the two most important sources of advice?- Second",.8406728,0,0,0
"p2_2","(Wheat) Did you use any pesticides with your wheat crop?",.9342958,0,0,0
"p2_4","(Wheat) Did you make the decisions on which wheat pesticides to use?",.9342958,0,0,0
"p2_5","(Wheat) Most important factor in pesticide decision, excluding type of pest/dise",.3586238,0,0,0
"p2_71_3","(Wheat) Did you purchase -monocortophos?",.0053813,0,0,0
